,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
21117,Manhattan,Entire home/apt,126,Very Popular,Less than 50 reviews,Short term rent is available
21118,Brooklyn,Private room,59,Very Popular,Less than 50 reviews,Short term rent is available
21119,Manhattan,Private room,51,Very Popular,Less than 10 reviews,At least a week should be reserved
21120,Brooklyn,Private room,150,Affordable,Less than 10 reviews,Short term rent is available
21121,Brooklyn,Entire home/apt,800,Very Popular,Less than 50 reviews,At least more than a month should be reserved
21122,Manhattan,Private room,140,Popular,Less than 50 reviews,Short term rent is available
21123,Brooklyn,Private room,95,Very Popular,Less than 10 reviews,Short term rent is available
21124,Manhattan,Entire home/apt,600,Affordable,Less than 50 reviews,Short term rent is available
21125,Manhattan,Private room,40,Very Popular,Less than 50 reviews,Short term rent is available
21126,Queens,Private room,85,Popular,Less than 150 reviews,Short term rent is available
21127,Manhattan,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
21128,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,At least more than a month should be reserved
21129,Brooklyn,Private room,40,Very Popular,Less than 10 reviews,Short term rent is available
21130,Manhattan,Private room,69,Very Popular,Less than 50 reviews,Short term rent is available
21131,Brooklyn,Entire home/apt,149,Very Popular,Less than 10 reviews,Short term rent is available
21132,Manhattan,Private room,120,Normal,Less than 150 reviews,Short term rent is available
21133,Brooklyn,Private room,40,Very Popular,Less than 10 reviews,At least a week should be reserved
21134,Manhattan,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
21135,Manhattan,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
21136,Brooklyn,Private room,50,Normal,Less than 50 reviews,Short term rent is available
21137,Brooklyn,Entire home/apt,100,Very Affordable,Less than 150 reviews,Short term rent is available
21138,Brooklyn,Entire home/apt,250,Normal,Less than 10 reviews,Short term rent is available
21139,Queens,Private room,45,Normal,Less than 150 reviews,Short term rent is available
21140,Brooklyn,Entire home/apt,85,Very Popular,Less than 10 reviews,Short term rent is available
21141,Manhattan,Entire home/apt,300,Very Affordable,Less than 150 reviews,Short term rent is available
21142,Queens,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
21143,Brooklyn,Entire home/apt,225,Popular,Less than 150 reviews,Short term rent is available
21144,Brooklyn,Entire home/apt,78,Popular,Less than 10 reviews,Short term rent is available
21145,Brooklyn,Private room,49,Very Affordable,Less than 150 reviews,Short term rent is available
21146,Manhattan,Entire home/apt,130,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21147,Brooklyn,Entire home/apt,115,Very Popular,Less than 10 reviews,Short term rent is available
21148,Brooklyn,Private room,59,Very Popular,Less than 10 reviews,Short term rent is available
21149,Brooklyn,Private room,32,Very Popular,Less than 10 reviews,Short term rent is available
21150,Brooklyn,Private room,45,Popular,Less than 50 reviews,Short term rent is available
21151,Brooklyn,Private room,70,Very Popular,Less than 10 reviews,Short term rent is available
21152,Brooklyn,Entire home/apt,99,Very Affordable,Less than 10 reviews,Short term rent is available
21153,Queens,Entire home/apt,105,Very Affordable,Less than 150 reviews,Short term rent is available
21154,Queens,Entire home/apt,160,Very Popular,Less than 10 reviews,Short term rent is available
21155,Manhattan,Entire home/apt,114,Very Popular,Less than 10 reviews,Short term rent is available
21156,Brooklyn,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
21157,Queens,Entire home/apt,120,Normal,Less than 150 reviews,Short term rent is available
21158,Brooklyn,Private room,55,Affordable,Less than 50 reviews,At least a week should be reserved
21159,Queens,Private room,160,Very Popular,Less than 10 reviews,Short term rent is available
21160,Brooklyn,Entire home/apt,110,Very Popular,Less than 50 reviews,Short term rent is available
21161,Manhattan,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21162,Manhattan,Entire home/apt,130,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21163,Manhattan,Shared room,115,Very Popular,Less than 150 reviews,Short term rent is available
21164,Brooklyn,Private room,85,Very Popular,Less than 10 reviews,Short term rent is available
21165,Queens,Private room,55,Popular,Less than 150 reviews,Short term rent is available
21166,Brooklyn,Private room,55,Popular,Less than 150 reviews,Short term rent is available
21167,Manhattan,Private room,90,Very Popular,Less than 10 reviews,Short term rent is available
21168,Brooklyn,Private room,150,Very Popular,Less than 10 reviews,Short term rent is available
21169,Manhattan,Entire home/apt,350,Very Popular,Less than 10 reviews,Short term rent is available
21170,Brooklyn,Private room,110,Very Affordable,Less than 10 reviews,Short term rent is available
21171,Manhattan,Entire home/apt,164,Very Popular,Less than 150 reviews,Short term rent is available
21172,Queens,Private room,42,Very Popular,Less than 10 reviews,Short term rent is available
21173,Manhattan,Entire home/apt,325,Very Affordable,Less than 50 reviews,Short term rent is available
21174,Manhattan,Entire home/apt,140,Very Popular,Less than 10 reviews,Short term rent is available
21175,Queens,Entire home/apt,75,Very Popular,Less than 10 reviews,At least a week should be reserved
21176,Brooklyn,Private room,66,Affordable,Less than 50 reviews,Short term rent is available
21177,Brooklyn,Private room,66,Affordable,Less than 50 reviews,Short term rent is available
21178,Manhattan,Private room,95,Very Popular,Less than 50 reviews,Short term rent is available
21179,Manhattan,Private room,115,Very Affordable,Less than 300 reviews,Short term rent is available
21180,Brooklyn,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
21181,Queens,Private room,84,Very Affordable,Less than 150 reviews,Short term rent is available
21182,Queens,Private room,62,Very Popular,Less than 150 reviews,Short term rent is available
21183,Brooklyn,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
21184,Queens,Private room,62,Very Affordable,Less than 150 reviews,Short term rent is available
21185,Queens,Entire home/apt,115,Very Popular,Less than 10 reviews,Short term rent is available
21186,Bronx,Entire home/apt,155,Very Affordable,Less than 50 reviews,Short term rent is available
21187,Brooklyn,Entire home/apt,165,Very Popular,Less than 10 reviews,Short term rent is available
21188,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21189,Brooklyn,Entire home/apt,400,Very Popular,Less than 10 reviews,Short term rent is available
21190,Brooklyn,Entire home/apt,90,Very Affordable,Less than 150 reviews,Short term rent is available
21191,Manhattan,Private room,90,Very Popular,Less than 10 reviews,Short term rent is available
21192,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
21193,Manhattan,Entire home/apt,1500,Affordable,Less than 10 reviews,Short term rent is available
21194,Brooklyn,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
21195,Brooklyn,Private room,72,Normal,Less than 150 reviews,Short term rent is available
21196,Brooklyn,Private room,120,Very Popular,Less than 10 reviews,At least more than a month should be reserved
21197,Manhattan,Entire home/apt,200,Very Affordable,Less than 10 reviews,Short term rent is available
21198,Brooklyn,Entire home/apt,99,Very Popular,Less than 10 reviews,Short term rent is available
21199,Manhattan,Entire home/apt,185,Very Popular,Less than 10 reviews,Short term rent is available
21200,Manhattan,Private room,90,Popular,Less than 50 reviews,Short term rent is available
21201,Manhattan,Entire home/apt,615,Normal,Less than 50 reviews,Short term rent is available
21202,Manhattan,Entire home/apt,180,Very Popular,Less than 10 reviews,At least a week should be reserved
21203,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
21204,Queens,Entire home/apt,80,Popular,Less than 150 reviews,Short term rent is available
21205,Brooklyn,Entire home/apt,90,Normal,Less than 10 reviews,At least more than a month should be reserved
21206,Brooklyn,Entire home/apt,269,Very Popular,Less than 10 reviews,Short term rent is available
21207,Bronx,Shared room,800,Very Affordable,Less than 10 reviews,Short term rent is available
21208,Manhattan,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21209,Manhattan,Entire home/apt,219,Popular,Less than 50 reviews,Short term rent is available
21210,Manhattan,Entire home/apt,150,Normal,Less than 150 reviews,Short term rent is available
21211,Manhattan,Entire home/apt,289,Very Popular,Less than 10 reviews,Short term rent is available
21212,Manhattan,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
21213,Manhattan,Private room,139,Very Popular,Less than 10 reviews,Short term rent is available
21214,Queens,Entire home/apt,65,Normal,Less than 150 reviews,Short term rent is available
21215,Manhattan,Entire home/apt,239,Very Popular,Less than 150 reviews,Short term rent is available
21216,Manhattan,Private room,110,Normal,Less than 150 reviews,Short term rent is available
21217,Manhattan,Private room,89,Very Affordable,Less than 50 reviews,At least a week should be reserved
21218,Bronx,Private room,0,Normal,Less than 150 reviews,Short term rent is available
21219,Brooklyn,Entire home/apt,150,Popular,Less than 50 reviews,Short term rent is available
21220,Queens,Shared room,45,Very Affordable,Less than 50 reviews,Short term rent is available
21221,Manhattan,Private room,55,Normal,Less than 50 reviews,Short term rent is available
21222,Manhattan,Shared room,65,Very Affordable,Less than 10 reviews,Short term rent is available
21223,Brooklyn,Private room,63,Very Popular,Less than 150 reviews,Short term rent is available
21224,Manhattan,Private room,70,Popular,Less than 10 reviews,Short term rent is available
21225,Brooklyn,Entire home/apt,120,Very Popular,Less than 50 reviews,Short term rent is available
21226,Manhattan,Private room,82,Popular,Less than 300 reviews,Short term rent is available
21227,Manhattan,Private room,56,Very Popular,Less than 10 reviews,Short term rent is available
21228,Brooklyn,Private room,80,Very Popular,Less than 10 reviews,Short term rent is available
21229,Manhattan,Entire home/apt,139,Popular,Less than 150 reviews,Short term rent is available
21230,Queens,Entire home/apt,110,Very Affordable,Less than 150 reviews,Short term rent is available
21231,Brooklyn,Private room,60,Normal,Less than 10 reviews,Short term rent is available
21232,Manhattan,Private room,70,Very Affordable,Less than 150 reviews,Short term rent is available
21233,Manhattan,Private room,69,Very Popular,Less than 150 reviews,Short term rent is available
21234,Brooklyn,Shared room,45,Very Affordable,Less than 10 reviews,Short term rent is available
21235,Manhattan,Private room,80,Affordable,Less than 10 reviews,Short term rent is available
21236,Queens,Private room,51,Very Popular,Less than 50 reviews,Short term rent is available
21237,Brooklyn,Private room,50,Very Popular,Less than 150 reviews,Short term rent is available
21238,Manhattan,Entire home/apt,273,Normal,Less than 50 reviews,Short term rent is available
